index,stereo,stereo_pred,stereo_soft,stereo_pred_soft
7724,1,0,0.7311,0.14483517
7340,1,1,0.9526,0.9240026
8347,0,0,0.0474,0.14987005
5203,0,0,0.0474,0.06964291
5591,0,0,0.0474,0.1224873
5138,1,0,0.9526,0.21540907
4039,0,0,0.2689,0.45375177
5673,0,0,0.2689,0.4006248
7308,1,1,0.9526,0.5643879
7454,1,1,0.7311,0.7079832
7430,1,1,0.9526,0.8869588
7702,1,1,0.9526,0.57006294
70,0,0,0.2689,0.08600631
5563,0,0,0.0474,0.089530274
51,0,0,0.0474,0.14833945
7561,0,0,0.0474,0.094725765
4342,1,1,0.9526,0.8823917
5558,0,0,0.0474,0.49244028
7697,0,0,0.0474,0.1104148
7731,1,1,0.9526,0.77212197
7733,1,1,0.9526,0.9471488
998,0,0,0.2689,0.15282415
5676,0,0,0.0474,0.23982425
4178,0,0,0.2689,0.33413318
7617,1,0,0.9526,0.30627987
7311,1,0,0.9526,0.35666448
5652,1,1,0.9526,0.90626234
5199,0,0,0.0474,0.16796596
7462,0,1,0.0474,0.90487677
4314,1,1,0.9526,0.6396654
7738,0,1,0.0474,0.6324019
7532,0,1,0.0474,0.6716089
5546,0,0,0.0474,0.10654647
965,0,1,0.0474,0.83043915
7665,1,1,0.9526,0.77315515
5642,1,1,0.9526,0.9200099
5696,0,0,0.0474,0.037830513
4270,0,1,0.2689,0.85858387
4274,0,0,0.0474,0.056505
7514,1,0,0.7311,0.205989
31,0,0,0.0474,0.3774335
7437,0,1,0.2689,0.87333745
5794,0,0,0.0474,0.27585372
7720,1,1,0.9526,0.52770627
4148,0,0,0.0474,0.12640385
7445,1,0,0.9526,0.43406567
5765,0,0,0.0474,0.08295735
7629,0,0,0.0474,0.118585244
4307,0,0,0.2689,0.14267388
4190,1,0,0.9526,0.38336983
4158,0,0,0.2689,0.26004186
5608,0,0,0.0474,0.40392607
7457,0,1,0.0474,0.53282326
5188,0,0,0.0474,0.3890347
7510,1,1,0.9526,0.51624006
5659,0,0,0.0474,0.093727
967,0,1,0.0474,0.5369501
5649,0,0,0.0474,0.27086475
5745,0,0,0.0474,0.33873075
4266,1,0,0.7311,0.22074765
5767,0,0,0.0474,0.45476687
4286,0,0,0.0474,0.19049796
3891,0,1,0.2689,0.9469268
7735,1,1,0.7311,1.0218581
4240,1,1,0.7311,0.68427694
8215,0,0,0.0474,0.07133453
4316,0,1,0.2689,0.52347666
4269,1,0,0.9526,0.359014
3893,0,0,0.2689,0.4397887
4287,1,0,0.9526,0.33100522
7465,1,0,0.7311,0.21854992
5598,0,0,0.0474,0.32537475
7602,1,0,0.7311,0.29840916
5566,0,0,0.0474,0.16041046
4303,0,0,0.0474,0.1063492
5623,0,0,0.0474,0.12980801
59,0,0,0.0474,0.3282698
5169,0,0,0.0474,0.105602376
4257,0,0,0.2689,0.24636649
5807,0,0,0.0474,0.10715089
5133,1,0,0.9526,0.45334077
4138,1,0,0.9526,0.1494213
23,1,1,0.7311,0.71886283
5692,0,0,0.2689,0.08109713
7416,0,0,0.0474,0.1998488
5592,0,1,0.0474,0.6192894
5155,0,0,0.0474,0.12382392
4211,1,1,0.9526,0.90247095
5731,0,0,0.0474,0.072939545
4331,0,1,0.2689,0.66945404
5533,1,1,0.9526,0.7612391
5688,0,0,0.0474,0.11122755
4119,0,0,0.2689,0.08124614
5632,0,0,0.0474,0.25397503
8223,0,0,0.0474,0.04727469
7415,0,0,0.0474,0.13132897
7493,1,1,0.9526,0.557735
5813,1,0,0.9526,0.07140719
8232,0,0,0.0474,0.07726996
4339,0,0,0.0474,0.13266256
49,1,1,0.9526,0.6377522
4109,1,1,0.9526,0.66997886
7714,1,1,0.9526,0.5381637
7451,0,1,0.0474,0.7746276
955,0,0,0.0474,0.22936697
5684,1,0,0.9526,0.089159094
10,1,0,0.7311,0.22138861
5640,1,1,0.9526,0.9275878
4172,1,0,0.7311,0.28762296
5785,0,0,0.0474,0.102451734
5650,0,0,0.0474,0.18356484
7741,1,1,0.7311,0.9087241
5165,1,1,0.9526,0.89747375
7352,0,1,0.2689,0.9454088
7639,0,0,0.0474,0.101645954
7581,1,0,0.7311,0.12679236
7613,1,0,0.9526,0.41072413
975,1,1,0.9526,0.9453435
962,0,0,0.0474,0.44683263
5550,0,0,0.0474,0.04471121
7695,1,0,0.7311,0.063066214
7328,0,0,0.0474,0.2736462
7706,1,1,0.9526,0.69468945
5695,0,0,0.0474,0.15153776
4272,1,0,0.9526,0.19098917
4245,0,0,0.0474,0.35328582
7507,0,0,0.2689,0.11898162
4279,0,0,0.0474,0.1418612
4289,0,0,0.0474,0.06317985
5156,0,0,0.2689,0.41480145
5768,0,0,0.0474,0.121478006
5541,0,0,0.0474,0.41406837
