index,stereo,stereo_pred,stereo_soft,stereo_pred_soft
7724,1,0,0.7311,0.23650086
7340,1,1,0.9526,0.9360804
8347,0,0,0.0474,0.30624864
5203,0,0,0.0474,0.022214564
5591,0,0,0.0474,0.42192915
5138,1,0,0.9526,0.13658845
4039,0,0,0.2689,0.3040292
5673,0,0,0.2689,0.4420316
7308,1,0,0.9526,0.2731355
7454,1,0,0.7311,0.099619515
7430,1,1,0.9526,0.9570011
7702,1,1,0.9526,0.557969
70,0,0,0.2689,0.09922102
5563,0,0,0.0474,0.09903216
51,0,0,0.0474,0.057754688
7561,0,0,0.0474,0.04618074
4342,1,1,0.9526,0.96939826
5558,0,0,0.0474,0.0011381079
7697,0,0,0.0474,0.09602498
7731,1,0,0.9526,0.495065
7733,1,1,0.9526,0.5116511
998,0,0,0.2689,0.38605508
5676,0,0,0.0474,0.1186336
4178,0,0,0.2689,0.21088004
7617,1,0,0.9526,0.078999735
7311,1,0,0.9526,0.34664053
5652,1,1,0.9526,1.0548733
5199,0,0,0.0474,0.10351304
7462,0,0,0.0474,0.11923356
4314,1,1,0.9526,0.7641953
7738,0,0,0.0474,0.31004098
7532,0,0,0.0474,0.16688786
5546,0,0,0.0474,0.122536935
965,0,0,0.0474,0.31246316
7665,1,1,0.9526,0.7897006
5642,1,1,0.9526,0.789086
5696,0,0,0.0474,0.16231227
4270,0,1,0.2689,0.997067
4274,0,0,0.0474,0.11965831
7514,1,0,0.7311,0.30753383
31,0,0,0.0474,0.091837935
7437,0,0,0.2689,0.3078494
5794,0,0,0.0474,0.20626366
7720,1,1,0.9526,0.96689725
4148,0,0,0.0474,0.011192573
7445,1,1,0.9526,0.72761405
5765,0,0,0.0474,-0.08256436
7629,0,0,0.0474,0.08674759
4307,0,0,0.2689,0.40435097
4190,1,0,0.9526,0.14994803
4158,0,0,0.2689,0.050122302
5608,0,0,0.0474,0.27667114
7457,0,0,0.0474,0.08453754
5188,0,0,0.0474,0.34388545
7510,1,0,0.9526,0.4360074
5659,0,0,0.0474,0.3831672
967,0,0,0.0474,0.30624646
5649,0,0,0.0474,0.16019581
5745,0,0,0.0474,0.3099393
4266,1,0,0.7311,0.21006632
5767,0,0,0.0474,0.21244814
4286,0,0,0.0474,0.32079348
3891,0,1,0.2689,1.0021008
7735,1,1,0.7311,0.9182506
4240,1,0,0.7311,0.33602938
8215,0,0,0.0474,-0.01387283
4316,0,0,0.2689,0.43490502
4269,1,1,0.9526,0.6258513
3893,0,0,0.2689,0.35408172
4287,1,1,0.9526,0.8329167
7465,1,0,0.7311,0.18239366
5598,0,0,0.0474,0.12500869
7602,1,0,0.7311,0.15073775
5566,0,0,0.0474,0.16675721
4303,0,0,0.0474,0.22959957
5623,0,0,0.0474,0.29917276
59,0,0,0.0474,0.113478996
5169,0,0,0.0474,0.26726446
4257,0,1,0.2689,0.6117132
5807,0,0,0.0474,0.28253266
5133,1,0,0.9526,0.28437755
4138,1,0,0.9526,0.079135634
23,1,0,0.7311,0.46448347
5692,0,0,0.2689,0.07102168
7416,0,0,0.0474,-0.027164405
5592,0,0,0.0474,0.47530675
5155,0,0,0.0474,0.11472893
4211,1,1,0.9526,0.9224813
5731,0,1,0.0474,0.57417715
4331,0,1,0.2689,0.8750417
5533,1,1,0.9526,0.96891874
5688,0,0,0.0474,0.1394195
4119,0,0,0.2689,0.07759556
5632,0,0,0.0474,0.37695608
8223,0,0,0.0474,0.036624342
7415,0,0,0.0474,0.26989612
7493,1,0,0.9526,0.28332707
5813,1,0,0.9526,0.43213853
8232,0,0,0.0474,0.05774357
4339,0,0,0.0474,0.07213158
49,1,1,0.9526,0.55476266
4109,1,1,0.9526,0.50426424
7714,1,0,0.9526,0.4661875
7451,0,0,0.0474,0.06764274
955,0,0,0.0474,0.08627559
5684,1,0,0.9526,0.32694772
10,1,0,0.7311,0.2081817
5640,1,1,0.9526,0.9349435
4172,1,0,0.7311,0.16454121
5785,0,0,0.0474,0.37967518
5650,0,0,0.0474,0.29887953
7741,1,1,0.7311,0.9244644
5165,1,1,0.9526,0.69085
7352,0,0,0.2689,0.18688424
7639,0,0,0.0474,0.041940305
7581,1,0,0.7311,0.16683547
7613,1,0,0.9526,0.105916604
975,1,1,0.9526,0.64842314
962,0,0,0.0474,0.14029785
5550,0,0,0.0474,0.045193516
7695,1,0,0.7311,0.02283466
7328,0,0,0.0474,0.46305433
7706,1,1,0.9526,1.0715551
5695,0,0,0.0474,0.47047892
4272,1,0,0.9526,0.14203008
4245,0,1,0.0474,0.6123765
7507,0,0,0.2689,0.27002755
4279,0,0,0.0474,0.34887612
4289,0,0,0.0474,0.1034454
5156,0,0,0.2689,0.08861655
5768,0,0,0.0474,-0.030290728
5541,0,0,0.0474,0.40820506
5554,0,0,0.0474,0.34584546
4288,0,0,0.2689,0.12932771
5200,0,0,0.0474,0.1962059
957,1,1,0.9526,0.6275784
7356,1,1,0.9526,0.95546746
5163,0,0,0.0474,0.070539646
4276,0,0,0.2689,0.19324905
5600,0,0,0.0474,0.15704691
4198,1,0,0.9526,0.2923483
39,0,1,0.2689,0.8188695
30,0,0,0.0474,0.13578919
7358,1,1,0.9526,0.8256177
4101,0,0,0.0474,0.14272588
54,0,0,0.0474,0.12071309
7644,0,0,0.0474,0.20124912
7654,1,1,0.9526,0.8103432
5634,1,0,0.9526,0.29553896
7732,0,0,0.0474,0.27189207
7670,1,1,0.9526,0.6278676
3,1,1,0.7311,0.7575747
7678,1,1,0.9526,1.0354135
4224,0,0,0.0474,0.038389474
7679,1,1,0.9526,0.62790406
7540,1,1,0.9526,0.9801954
7324,0,0,0.0474,0.13132279
7417,1,0,0.9526,0.4219783
4154,0,0,0.0474,0.083656035
58,1,1,0.9526,0.92709684
63,0,0,0.0474,0.09965028
5531,0,0,0.0474,0.16746959
4313,0,0,0.2689,0.4977889
997,1,1,0.9526,0.73955387
5607,0,0,0.0474,0.28800532
8251,0,0,0.0474,0.09491675
4195,0,0,0.0474,0.0836493
5583,0,0,0.0474,0.10600012
4322,0,0,0.0474,0.010599008
5804,0,0,0.0474,0.2820593
4217,0,0,0.0474,0.008343836
4299,1,0,0.7311,0.46313244
4312,0,1,0.2689,0.5100347
4330,0,0,0.2689,0.47481126
4253,0,0,0.0474,0.20315006
66,0,0,0.0474,0.16668262
4260,0,1,0.0474,0.619502
67,1,0,0.9526,0.38229546
5624,0,0,0.0474,0.3031668
12,0,0,0.0474,0.029323248
7333,1,0,0.9526,0.4644012
5679,0,1,0.2689,0.85104215
5537,1,0,0.7311,0.07333101
5637,1,0,0.9526,0.09563454
5702,0,0,0.0474,0.28157547
5805,0,0,0.2689,0.11683539
4164,1,0,0.7311,0.23987031
4292,1,1,0.7311,0.70587456
7359,1,1,0.9526,0.772693
5751,0,1,0.0474,0.5129523
7685,0,1,0.2689,0.7234875
4179,1,1,0.9526,0.8242637
7317,0,0,0.0474,0.14707282
7335,0,1,0.2689,0.77379274
7472,1,1,0.9526,0.5854466
4326,1,1,0.9526,0.59395844
5729,0,1,0.2689,0.5642823
2,0,0,0.0474,0.24611157
5586,0,0,0.0474,0.17426834
5655,0,1,0.0474,0.90485793
5661,0,0,0.0474,0.15430555
7490,1,0,0.9526,0.36354497
4188,1,1,0.7311,0.50815654
7516,0,0,0.0474,0.21039465
8218,0,0,0.0474,0.020976169
7468,0,0,0.0474,0.23227078
8217,0,0,0.0474,0.012067275
5152,0,0,0.0474,0.17704633
5180,0,0,0.0474,0.21125917
5268,1,0,0.9526,0.34678456
5735,0,0,0.0474,0.10033607
5587,0,0,0.0474,0.0983024
4278,1,1,0.7311,0.59687006
5683,0,0,0.0474,0.39207792
5677,1,1,0.9526,1.0179936
8230,0,0,0.0474,0.040300496
8233,0,0,0.0474,0.31034908
4223,0,0,0.0474,0.16291177
7439,1,1,0.9526,0.5486549
7526,1,0,0.7311,0.20571738
7650,0,0,0.0474,0.2296973
4227,0,0,0.0474,0.21211272
7683,1,0,0.9526,0.28643468
7707,1,0,0.9526,0.4806227
3890,1,1,0.7311,0.5607304
5697,0,1,0.2689,0.71211755
55,0,0,0.0474,0.40946624
4193,0,0,0.0474,0.39801005
4046,0,0,0.0474,0.34355786
5179,1,1,0.7311,0.6414227
25,0,0,0.0474,0.017588632
951,1,1,0.9526,0.9836525
7511,0,0,0.0474,0.08581183
44,1,0,0.7311,0.29042298
5694,0,1,0.0474,0.86018205
5778,0,0,0.0474,0.17627856
7500,1,0,0.9526,0.44752902
5809,0,1,0.2689,0.7959587
7708,1,0,0.9526,0.2029865
7460,0,0,0.0474,0.100209564
5646,0,0,0.0474,0.14325498
7414,0,0,0.0474,0.086523816
4324,0,1,0.2689,0.874865
4301,1,1,0.7311,0.85433406
7649,0,0,0.0474,0.07663586
5205,0,1,0.2689,0.61841726
7674,0,0,0.0474,0.27805305
4236,0,0,0.2689,0.36089984
5582,0,0,0.0474,0.10862295
7401,0,0,0.0474,0.048336104
4189,0,0,0.0474,0.06764603
4334,0,0,0.2689,0.47266093
8231,1,0,0.9526,0.26261377
7698,0,0,0.0474,0.25959763
5820,1,1,0.7311,0.5789281
5771,0,0,0.0474,0.17437428
60,0,1,0.2689,0.5698853
5196,1,1,0.7311,0.69864947
