comment_id,sentence_pos,stereotype,stereotype_pred,stereotype_soft,stereotype_pred_soft
737,1,0,0,0.2689,0.25841665
321,3,0,0,0.2689,0.0967132
819,1,1,1,0.9526,0.82407784
746,1,0,0,0.0474,0.25202122
397,8,1,0,0.9526,0.31550243
397,2,0,0,0.0474,0.11207801
264,17,1,1,0.9526,0.8122372
85,1,0,0,0.0474,0.27312997
202,2,1,0,0.9526,0.26197463
282,1,0,0,0.0474,0.17252067
339,6,1,1,0.9526,0.62807804
264,9,0,0,0.0474,0.32097822
628,1,0,0,0.0474,0.109143
559,1,0,0,0.0474,0.15566465
121,2,1,1,0.9526,0.6816916
342,4,0,0,0.0474,0.14107358
791,1,0,0,0.0474,0.13357104
662,1,0,0,0.2689,0.22516048
578,1,1,0,0.9526,0.24302545
250,10,0,0,0.0474,0.25944185
560,4,1,1,0.9526,0.85061353
250,11,0,0,0.0474,0.41873515
190,3,1,1,0.9526,0.6441583
616,2,0,1,0.2689,0.61703146
48,1,1,1,0.9526,0.64990646
50,1,0,0,0.0474,0.19419241
685,1,0,0,0.0474,0.08796198
174,1,0,0,0.0474,0.11765607
244,2,1,1,0.9526,0.7329447
622,1,0,0,0.0474,0.10110391
354,5,0,1,0.0474,0.54813564
164,3,0,1,0.0474,0.8291922
663,1,0,0,0.0474,0.12441219
725,1,0,0,0.0474,0.10518421
647,2,0,0,0.0474,0.13305646
507,3,0,0,0.0474,0.38760006
237,1,1,0,0.9526,0.3485564
553,2,0,0,0.2689,0.109962314
253,4,0,1,0.0474,0.56211066
518,1,0,0,0.2689,0.379969
693,3,0,0,0.0474,0.44156474
714,1,0,0,0.0474,0.16660261
284,1,0,0,0.2689,0.20568034
760,2,0,1,0.2689,0.618071
606,2,0,0,0.2689,0.2952116
780,1,0,0,0.2689,0.23027208
121,4,0,0,0.0474,0.24273273
250,2,0,0,0.0474,0.17021075
307,3,0,0,0.2689,0.44765374
604,5,1,1,0.9526,0.7073122
250,9,0,0,0.0474,0.21675083
250,14,0,0,0.0474,0.2653431
264,3,0,0,0.0474,0.13541093
680,1,0,0,0.0474,0.18838911
366,5,0,0,0.0474,0.23832381
524,1,0,1,0.0474,0.6979472
32,5,0,1,0.0474,0.54524237
741,3,1,1,0.9526,0.6234164
267,1,1,1,0.9526,0.60591364
362,1,0,1,0.0474,0.72324014
267,2,0,1,0.0474,0.7353856
11,2,0,0,0.0474,0.3497965
179,1,0,0,0.0474,0.15967505
210,1,0,0,0.0474,0.46864554
377,1,0,0,0.0474,0.28558424
468,1,0,0,0.0474,0.08780286
794,2,1,1,0.9526,0.79757476
692,1,0,0,0.2689,0.12891889
103,1,0,0,0.0474,0.19962975
63,1,1,1,0.9526,0.7084377
229,1,0,1,0.0474,0.5878431
110,3,0,0,0.0474,0.13004664
390,6,0,1,0.0474,0.50462264
34,3,0,0,0.0474,0.28626218
778,3,0,0,0.0474,0.13098621
118,3,0,0,0.2689,0.37017512
781,3,0,1,0.2689,0.5718082
528,2,0,0,0.2689,0.3092596
264,12,0,0,0.0474,0.47931013
412,4,0,0,0.2689,0.26806515
598,2,0,0,0.2689,0.10523308
718,2,0,0,0.0474,0.23491265
127,1,0,0,0.0474,0.22131714
188,1,0,0,0.0474,0.06800336
666,1,0,0,0.2689,0.27804834
318,11,1,0,0.9526,0.4579334
288,1,0,0,0.0474,0.23569606
162,1,0,0,0.0474,0.24101962
8,1,0,0,0.0474,0.22699057
