comment_id,sentence_pos,stereotype,stereotype_pred,stereotype_soft,stereotype_pred_soft
737,1,0,0,0.2689,0.10335456
321,3,0,0,0.2689,0.028058827
819,1,1,1,0.9526,0.88917583
746,1,0,0,0.0474,0.27080473
397,8,1,0,0.9526,0.2683838
397,2,0,0,0.0474,0.025114883
264,17,1,1,0.9526,0.59665704
85,1,0,0,0.0474,0.22604144
202,2,1,0,0.9526,0.23465905
282,1,0,0,0.0474,0.07914108
339,6,1,1,0.9526,0.7686429
264,9,0,0,0.0474,0.118286036
628,1,0,0,0.0474,0.039453346
559,1,0,0,0.0474,0.03783991
121,2,1,1,0.9526,0.95937693
342,4,0,0,0.0474,0.06509124
791,1,0,0,0.0474,0.19879302
662,1,0,0,0.2689,0.39725444
578,1,1,1,0.9526,0.6281613
250,10,0,0,0.0474,0.049458236
560,4,1,1,0.9526,0.7404822
250,11,0,0,0.0474,0.40025926
190,3,1,1,0.9526,0.92818844
616,2,0,0,0.2689,0.31184337
48,1,1,1,0.9526,0.75466275
50,1,0,0,0.0474,0.091204956
685,1,0,0,0.0474,0.0963062
174,1,0,0,0.0474,0.009701109
244,2,1,1,0.9526,0.99485517
622,1,0,0,0.0474,0.097618565
354,5,0,0,0.0474,0.20334145
164,3,0,1,0.0474,0.8458163
663,1,0,0,0.0474,0.09886941
725,1,0,0,0.0474,0.121572666
647,2,0,0,0.0474,0.16608192
507,3,0,0,0.0474,0.11833032
237,1,1,0,0.9526,0.2188606
553,2,0,0,0.2689,0.09147334
253,4,0,0,0.0474,0.20480421
518,1,0,1,0.2689,0.8737049
693,3,0,0,0.0474,0.35288608
714,1,0,0,0.0474,0.10697994
284,1,0,0,0.2689,0.26408628
760,2,0,1,0.2689,0.7401867
606,2,0,0,0.2689,0.2135463
780,1,0,1,0.2689,0.54488695
121,4,0,0,0.0474,0.23597327
250,2,0,0,0.0474,0.054705776
307,3,0,0,0.2689,0.33755112
604,5,1,1,0.9526,0.9595409
250,9,0,0,0.0474,0.031041866
250,14,0,0,0.0474,0.15754718
264,3,0,0,0.0474,0.07070951
680,1,0,0,0.0474,0.12706362
366,5,0,0,0.0474,0.06720807
524,1,0,1,0.0474,0.6048252
32,5,0,0,0.0474,0.3088773
741,3,1,1,0.9526,0.6965756
267,1,1,0,0.9526,0.45846224
362,1,0,1,0.0474,0.78138435
267,2,0,0,0.0474,0.4349675
11,2,0,1,0.0474,0.7644013
179,1,0,0,0.0474,0.17279774
210,1,0,1,0.0474,0.58720696
377,1,0,0,0.0474,0.15662786
468,1,0,0,0.0474,0.044466898
794,2,1,1,0.9526,0.90211916
692,1,0,0,0.2689,0.093783475
103,1,0,0,0.0474,0.029869964
63,1,1,1,0.9526,1.0113529
229,1,0,0,0.0474,0.21602863
110,3,0,0,0.0474,0.16888791
390,6,0,1,0.0474,0.5835717
34,3,0,0,0.0474,0.28434798
778,3,0,0,0.0474,0.053032715
118,3,0,0,0.2689,0.20468524
781,3,0,0,0.2689,0.36607885
528,2,0,0,0.2689,0.30599323
264,12,0,0,0.0474,0.1070805
412,4,0,0,0.2689,0.31520644
598,2,0,0,0.2689,0.056459114
718,2,0,0,0.0474,0.18988797
127,1,0,0,0.0474,0.048770603
188,1,0,0,0.0474,0.09043548
666,1,0,0,0.2689,0.19113478
318,11,1,1,0.9526,0.5235455
288,1,0,0,0.0474,0.05869681
162,1,0,0,0.0474,0.26458183
8,1,0,0,0.0474,0.112036094
412,7,1,1,0.9526,0.96181357
824,4,1,1,0.9526,0.7390416
561,1,1,1,0.9526,0.57111883
539,1,0,1,0.0474,0.5700204
816,1,0,0,0.0474,0.2285219
584,1,0,0,0.0474,0.469845
419,1,0,0,0.2689,0.071004376
764,1,1,1,0.9526,0.8381318
353,3,0,0,0.0474,0.06230847
433,1,0,0,0.0474,0.046317887
762,1,1,1,0.9526,0.7811272
250,13,0,0,0.0474,0.22636306
288,2,0,0,0.0474,0.106467366
327,1,0,0,0.0474,0.08830531
264,22,0,0,0.0474,0.19783379
190,2,0,0,0.2689,0.08535041
229,2,0,0,0.0474,0.06482734
583,1,0,0,0.0474,0.1253206
632,7,1,1,0.9526,0.8590299
797,2,0,1,0.2689,0.6313462
675,1,0,0,0.2689,0.4784166
109,2,0,0,0.0474,0.25032887
331,1,1,0,0.9526,0.42441362
501,6,0,0,0.0474,0.041170504
323,1,0,0,0.0474,0.31027687
613,1,1,1,0.9526,0.9326144
570,2,1,1,0.9526,0.7480455
710,3,1,0,0.9526,0.07947155
318,17,1,1,0.9526,0.596441
297,2,0,1,0.0474,0.5675677
622,4,0,0,0.0474,0.2590639
288,5,0,0,0.2689,0.16071185
299,5,0,0,0.0474,0.042926613
290,2,0,0,0.2689,0.13780615
51,1,0,0,0.0474,0.08604488
372,1,0,1,0.0474,1.0089216
313,1,0,0,0.0474,0.07972276
