comment_id,sentence_pos,stereotype,stereotype_pred,stereotype_soft,stereotype_pred_soft
737,1,0,0,0.2689,0.29804328
321,3,0,0,0.2689,0.060830347
819,1,1,0,0.9526,0.48133487
746,1,0,0,0.0474,0.23951367
397,8,1,0,0.9526,0.3267519
397,2,0,0,0.0474,0.061198
264,17,1,0,0.9526,0.21034566
85,1,0,0,0.0474,0.45585415
202,2,1,0,0.9526,0.14196156
282,1,0,0,0.0474,0.18886735
339,6,1,1,0.9526,0.60983926
264,9,0,0,0.0474,0.15884936
628,1,0,0,0.0474,0.06706256
559,1,0,0,0.0474,0.10285027
121,2,1,1,0.9526,0.8333553
342,4,0,0,0.0474,0.09916113
791,1,0,0,0.0474,0.07691312
662,1,0,0,0.2689,0.18999133
578,1,1,0,0.9526,0.26052383
250,10,0,0,0.0474,0.19864833
560,4,1,1,0.9526,0.9591932
250,11,0,0,0.0474,0.25768176
190,3,1,1,0.9526,0.5349302
616,2,0,1,0.2689,0.8152944
48,1,1,1,0.9526,0.8105635
50,1,0,0,0.0474,0.17830712
685,1,0,0,0.0474,0.025445579
174,1,0,0,0.0474,0.024610953
244,2,1,1,0.9526,0.7369443
622,1,0,0,0.0474,0.29814512
354,5,0,0,0.0474,0.23634967
164,3,0,1,0.0474,0.8051845
663,1,0,0,0.0474,0.04735049
725,1,0,0,0.0474,0.1125174
647,2,0,0,0.0474,0.07118121
507,3,0,0,0.0474,0.27115816
237,1,1,0,0.9526,0.24578497
553,2,0,0,0.2689,0.07406172
253,4,0,0,0.0474,0.3455668
518,1,0,1,0.2689,0.72113585
693,3,0,0,0.0474,0.29830503
714,1,0,0,0.0474,0.14124557
284,1,0,0,0.2689,0.17256509
760,2,0,0,0.2689,0.34035546
606,2,0,0,0.2689,0.20425081
780,1,0,0,0.2689,0.30010486
121,4,0,0,0.0474,0.35915652
250,2,0,0,0.0474,0.09890697
307,3,0,1,0.2689,0.61986816
604,5,1,0,0.9526,0.46595827
250,9,0,0,0.0474,0.095022745
250,14,0,0,0.0474,0.20406583
264,3,0,0,0.0474,0.09231601
680,1,0,0,0.0474,0.053074565
366,5,0,0,0.0474,0.24732524
524,1,0,1,0.0474,0.76696455
32,5,0,0,0.0474,0.20919502
741,3,1,1,0.9526,0.5948673
267,1,1,1,0.9526,0.6307465
362,1,0,1,0.0474,0.8165738
267,2,0,1,0.0474,0.56303895
11,2,0,1,0.0474,0.9503016
179,1,0,0,0.0474,0.31144673
210,1,0,0,0.0474,0.32740185
377,1,0,1,0.0474,0.57630527
468,1,0,0,0.0474,0.045343872
794,2,1,1,0.9526,0.93133515
692,1,0,0,0.2689,0.049904007
103,1,0,0,0.0474,0.18430051
63,1,1,1,0.9526,0.947428
229,1,0,1,0.0474,0.8349019
110,3,0,0,0.0474,0.053894725
390,6,0,0,0.0474,0.23896018
34,3,0,0,0.0474,0.23604217
778,3,0,0,0.0474,0.16013312
118,3,0,0,0.2689,0.36865696
781,3,0,0,0.2689,0.353652
528,2,0,0,0.2689,0.17617303
264,12,0,0,0.0474,0.17392886
412,4,0,0,0.2689,0.35929996
598,2,0,0,0.2689,0.10703494
718,2,0,0,0.0474,0.21198322
127,1,0,0,0.0474,0.07683507
188,1,0,0,0.0474,0.2594208
666,1,0,0,0.2689,0.27646703
318,11,1,0,0.9526,0.34291464
288,1,0,0,0.0474,0.20569605
162,1,0,0,0.0474,0.4279628
8,1,0,0,0.0474,0.05096454
412,7,1,0,0.9526,0.35882124
824,4,1,1,0.9526,0.74009335
561,1,1,0,0.9526,0.3130947
539,1,0,0,0.0474,0.17450169
816,1,0,0,0.0474,0.1325269
584,1,0,0,0.0474,0.14056152
419,1,0,0,0.2689,0.15037557
764,1,1,1,0.9526,0.7605984
353,3,0,0,0.0474,0.15759432
433,1,0,0,0.0474,0.042496413
762,1,1,1,0.9526,0.86234486
250,13,0,0,0.0474,0.25286484
288,2,0,0,0.0474,0.28430966
327,1,0,0,0.0474,0.32655793
264,22,0,0,0.0474,0.16068481
190,2,0,0,0.2689,0.06564597
229,2,0,0,0.0474,0.1333157
583,1,0,0,0.0474,0.048114896
632,7,1,1,0.9526,0.63157773
797,2,0,1,0.2689,0.64311135
675,1,0,1,0.2689,0.5972111
109,2,0,0,0.0474,0.3320795
331,1,1,1,0.9526,0.7212976
501,6,0,0,0.0474,0.08825426
323,1,0,0,0.0474,0.33599985
613,1,1,1,0.9526,0.6466095
570,2,1,1,0.9526,0.7778909
710,3,1,0,0.9526,0.39809096
318,17,1,1,0.9526,0.5018556
297,2,0,1,0.0474,0.52499676
622,4,0,0,0.0474,0.15859377
