comment_id,sentence_pos,stereotype,stereotype_pred,stereotype_soft,stereotype_pred_soft
737,1,0,0,0.2689,0.24772869
321,3,0,0,0.2689,0.1639738
819,1,1,1,0.9526,0.68767494
746,1,0,0,0.0474,0.25483072
397,8,1,0,0.9526,0.44277844
397,2,0,0,0.0474,0.10653595
264,17,1,1,0.9526,0.6477807
85,1,0,1,0.0474,0.7238447
202,2,1,0,0.9526,0.15034391
282,1,0,0,0.0474,0.2767237
339,6,1,1,0.9526,0.8420585
264,9,0,0,0.0474,0.3297675
628,1,0,0,0.0474,0.03760594
559,1,0,0,0.0474,0.06951199
121,2,1,1,0.9526,0.75532025
342,4,0,0,0.0474,0.17691614
791,1,0,0,0.0474,0.085070856
662,1,0,0,0.2689,0.35871124
578,1,1,0,0.9526,0.31524703
250,10,0,0,0.0474,0.06670941
560,4,1,1,0.9526,0.8399996
250,11,0,0,0.0474,0.43111286
190,3,1,1,0.9526,0.8250657
616,2,0,1,0.2689,0.58088726
48,1,1,1,0.9526,0.808471
50,1,0,0,0.0474,0.08012428
685,1,0,0,0.0474,0.03501518
174,1,0,0,0.0474,0.055130426
244,2,1,1,0.9526,0.9433401
622,1,0,0,0.0474,0.22580974
354,5,0,0,0.0474,0.4302745
164,3,0,1,0.0474,0.85150313
663,1,0,0,0.0474,0.03286862
725,1,0,0,0.0474,0.14762439
647,2,0,0,0.0474,0.09296314
507,3,0,0,0.0474,0.26570868
237,1,1,0,0.9526,0.12872666
553,2,0,0,0.2689,0.13113259
253,4,0,0,0.0474,0.1456354
518,1,0,1,0.2689,0.9032325
693,3,0,0,0.0474,0.23765385
714,1,0,0,0.0474,0.0926039
284,1,0,0,0.2689,0.11231702
760,2,0,1,0.2689,0.62982064
606,2,0,0,0.2689,0.14829405
780,1,0,0,0.2689,0.21957046
121,4,0,0,0.0474,0.41082865
250,2,0,0,0.0474,0.043353252
307,3,0,1,0.2689,0.7901551
604,5,1,1,0.9526,0.87090284
250,9,0,0,0.0474,0.15578903
250,14,0,0,0.0474,0.14741416
264,3,0,0,0.0474,0.12433829
680,1,0,0,0.0474,0.07019168
366,5,0,0,0.0474,0.20052232
524,1,0,1,0.0474,0.640301
32,5,0,0,0.0474,0.23068781
741,3,1,1,0.9526,0.7047032
267,1,1,1,0.9526,0.74456763
362,1,0,1,0.0474,0.77627856
267,2,0,1,0.0474,0.8992046
11,2,0,0,0.0474,0.3088767
179,1,0,0,0.0474,0.14898525
210,1,0,0,0.0474,0.4107337
377,1,0,0,0.0474,0.32195362
468,1,0,0,0.0474,0.05150671
794,2,1,1,0.9526,0.90542936
692,1,0,0,0.2689,0.03735694
103,1,0,0,0.0474,0.18369345
63,1,1,1,0.9526,0.834628
229,1,0,1,0.0474,0.50536656
110,3,0,0,0.0474,0.062759794
390,6,0,0,0.0474,0.48218495
34,3,0,0,0.0474,0.25141382
778,3,0,0,0.0474,0.12486521
118,3,0,0,0.2689,0.1430302
781,3,0,1,0.2689,0.5194744
528,2,0,0,0.2689,0.4776736
264,12,0,1,0.0474,0.5557606
412,4,0,0,0.2689,0.4771765
598,2,0,0,0.2689,0.058397245
718,2,0,0,0.0474,0.2014916
127,1,0,0,0.0474,0.057787813
188,1,0,0,0.0474,0.08219984
666,1,0,0,0.2689,0.18400487
318,11,1,1,0.9526,0.6195146
288,1,0,0,0.0474,0.21278763
162,1,0,0,0.0474,0.39031923
8,1,0,0,0.0474,0.05894944
412,7,1,1,0.9526,0.6989047
824,4,1,1,0.9526,0.5217809
561,1,1,1,0.9526,0.55100363
539,1,0,0,0.0474,0.12783588
816,1,0,0,0.0474,0.14288612
584,1,0,0,0.0474,0.091340415
419,1,0,0,0.2689,0.061885368
764,1,1,1,0.9526,0.83992076
353,3,0,0,0.0474,0.10464602
433,1,0,0,0.0474,0.026437702
762,1,1,1,0.9526,0.70004845
250,13,0,1,0.0474,0.5051438
288,2,0,0,0.0474,0.21827134
327,1,0,0,0.0474,0.23915784
264,22,0,0,0.0474,0.40752617
190,2,0,0,0.2689,0.033756163
229,2,0,0,0.0474,0.1295421
583,1,0,0,0.0474,0.05521473
632,7,1,1,0.9526,0.8586876
797,2,0,0,0.2689,0.13857295
675,1,0,1,0.2689,0.84662616
109,2,0,0,0.0474,0.29489297
331,1,1,1,0.9526,0.8968947
501,6,0,0,0.0474,0.06789444
323,1,0,0,0.0474,0.23513867
613,1,1,1,0.9526,0.7899417
570,2,1,1,0.9526,0.7586383
710,3,1,0,0.9526,0.13267858
318,17,1,1,0.9526,0.76144314
297,2,0,0,0.0474,0.3014718
622,4,0,0,0.0474,0.34905192
288,5,0,0,0.2689,0.11141307
299,5,0,0,0.0474,0.07780666
290,2,0,0,0.2689,0.079378456
51,1,0,0,0.0474,0.038039066
372,1,0,0,0.0474,0.47747913
313,1,0,0,0.0474,0.34399232
150,2,1,0,0.9526,0.4534583
264,18,0,0,0.0474,0.29556063
740,3,0,0,0.0474,0.123082116
659,2,1,1,0.9526,0.836268
210,2,0,0,0.0474,0.26276416
191,1,0,0,0.0474,0.044062603
185,1,0,1,0.0474,0.6268113
468,2,1,0,0.9526,0.48738942
169,1,1,0,0.9526,0.08426032
701,1,0,0,0.2689,0.21281868
588,2,1,0,0.9526,0.09844125
264,1,0,0,0.0474,0.17079107
774,9,0,0,0.0474,0.06812585
130,1,0,0,0.2689,0.36330312
699,1,0,0,0.0474,0.0859115
369,3,0,0,0.0474,0.46584144
55,1,0,0,0.0474,0.064752415
339,1,1,1,0.9526,0.7654198
201,1,1,1,0.9526,0.86976904
22,2,0,1,0.0474,0.56901884
280,3,1,0,0.9526,0.43005618
257,3,1,0,0.9526,0.36352512
477,1,0,0,0.0474,0.08515223
95,3,0,0,0.0474,0.070993744
145,2,1,0,0.9526,0.26295537
618,4,0,0,0.0474,0.27032942
265,1,0,0,0.0474,0.29596686
641,1,0,0,0.0474,0.071219824
755,1,1,0,0.9526,0.48059818
759,2,0,0,0.0474,0.079045124
157,1,0,0,0.0474,0.06880499
811,2,1,1,0.9526,0.69884944
793,3,1,0,0.9526,0.2799489
37,3,1,0,0.9526,0.43210495
264,8,0,1,0.2689,0.5854505
596,2,0,0,0.0474,0.11751048
374,1,0,0,0.0474,0.081262
35,1,1,0,0.9526,0.48849267
321,1,0,0,0.0474,0.41763794
34,2,0,0,0.0474,0.27509108
79,1,0,0,0.0474,0.226472
322,4,0,1,0.2689,0.6518719
273,4,1,0,0.9526,0.2913298
397,6,0,0,0.0474,0.08585954
235,2,0,0,0.0474,0.07005927
228,1,0,0,0.0474,0.029144863
490,1,1,0,0.9526,0.2309243
814,4,1,0,0.9526,0.051828127
465,2,0,0,0.2689,0.16750382
265,2,0,0,0.0474,0.15735571
453,7,0,0,0.0474,0.0672484
311,5,1,1,0.9526,0.6030847
37,1,0,1,0.2689,0.80030525
693,1,1,0,0.9526,0.19148545
290,4,0,1,0.2689,0.5594562
608,2,1,1,0.9526,0.8432958
487,4,0,0,0.0474,0.1299709
571,1,0,0,0.2689,0.15243609
419,2,0,0,0.0474,0.30737025
498,3,0,0,0.0474,0.020470604
787,2,0,1,0.0474,0.8486736
202,1,0,0,0.0474,0.11833543
484,2,0,0,0.0474,0.37525642
784,1,0,0,0.2689,0.40101758
493,5,0,0,0.0474,0.44431838
12,1,0,0,0.0474,0.16634808
506,1,1,1,0.9526,0.7330931
719,1,1,1,0.9526,0.92070717
562,1,1,1,0.9526,0.7411831
525,2,0,0,0.0474,0.07003229
664,1,0,0,0.0474,0.03712952
459,2,0,1,0.0474,0.58342415
632,6,1,1,0.9526,0.8542265
640,2,0,0,0.0474,0.0571106
46,3,0,0,0.0474,0.050434835
297,1,0,0,0.0474,0.3401098
494,4,1,1,0.9526,0.89377624
143,1,1,0,0.9526,0.49054044
432,3,0,0,0.0474,0.084563084
