comment_id,sentence_pos,stereotype,stereotype_pred,stereotype_soft,stereotype_pred_soft
737,1,0,0,0.2689,0.20721234
321,3,0,0,0.2689,0.045045387
819,1,1,1,0.9526,0.8016967
746,1,0,0,0.0474,0.2772275
397,8,1,0,0.9526,0.3049714
397,2,0,0,0.0474,0.1272064
264,17,1,1,0.9526,0.6267095
85,1,0,0,0.0474,0.42369315
202,2,1,0,0.9526,0.1919052
282,1,0,0,0.0474,0.034810867
339,6,1,1,0.9526,0.7477967
264,9,0,0,0.0474,0.17219372
628,1,0,0,0.0474,0.20498876
559,1,0,0,0.0474,0.18459965
121,2,1,1,0.9526,1.1916803
342,4,0,0,0.0474,0.040575635
791,1,0,0,0.0474,0.26625633
662,1,0,0,0.2689,0.2750363
578,1,1,1,0.9526,0.5230412
250,10,0,0,0.0474,0.13640352
560,4,1,1,0.9526,0.87321895
250,11,0,0,0.0474,0.3769541
190,3,1,1,0.9526,0.91982055
616,2,0,0,0.2689,0.30903915
48,1,1,1,0.9526,0.6682132
50,1,0,0,0.0474,0.011833174
685,1,0,0,0.0474,0.14281191
174,1,0,0,0.0474,-0.08055312
244,2,1,1,0.9526,0.9418481
622,1,0,0,0.0474,0.091129094
354,5,0,0,0.0474,0.35046425
164,3,0,1,0.0474,0.8191294
663,1,0,0,0.0474,0.07204235
725,1,0,0,0.0474,0.16291262
647,2,0,0,0.0474,0.24654935
507,3,0,0,0.0474,0.41332665
237,1,1,0,0.9526,0.34666824
553,2,0,0,0.2689,0.16609295
253,4,0,0,0.0474,0.3362461
518,1,0,1,0.2689,1.0605867
693,3,0,0,0.0474,0.28110307
714,1,0,0,0.0474,0.20665939
284,1,0,0,0.2689,0.25047818
760,2,0,1,0.2689,0.62277716
606,2,0,0,0.2689,0.41362187
780,1,0,1,0.2689,0.5044681
121,4,0,0,0.0474,0.3070232
250,2,0,0,0.0474,0.049150165
307,3,0,0,0.2689,0.08531429
604,5,1,1,0.9526,0.7932194
250,9,0,0,0.0474,-0.036314618
250,14,0,0,0.0474,0.18938006
264,3,0,0,0.0474,0.1773332
680,1,0,0,0.0474,0.15508254
366,5,0,0,0.0474,0.06431144
524,1,0,1,0.0474,0.5095903
32,5,0,0,0.0474,0.2163863
741,3,1,1,0.9526,0.52908427
267,1,1,1,0.9526,0.5204424
362,1,0,1,0.0474,0.9431754
267,2,0,1,0.0474,0.5857859
11,2,0,0,0.0474,0.45807675
179,1,0,0,0.0474,0.17242546
210,1,0,1,0.0474,0.69573426
377,1,0,0,0.0474,0.21345137
468,1,0,0,0.0474,0.0060111335
794,2,1,1,0.9526,0.8680259
692,1,0,0,0.2689,0.33769324
103,1,0,0,0.0474,-0.052507523
63,1,1,1,0.9526,0.7929268
229,1,0,0,0.0474,0.4432358
110,3,0,0,0.0474,0.11852262
390,6,0,1,0.0474,0.7277337
34,3,0,0,0.0474,0.42951682
778,3,0,0,0.0474,0.22849523
118,3,0,0,0.2689,0.48717043
781,3,0,0,0.2689,0.26416406
528,2,0,0,0.2689,0.38938612
264,12,0,0,0.0474,0.2598531
412,4,0,0,0.2689,0.31835422
598,2,0,0,0.2689,0.046713624
718,2,0,0,0.0474,0.12236119
127,1,0,0,0.0474,0.21365665
188,1,0,0,0.0474,0.027353851
666,1,0,0,0.2689,0.26761165
318,11,1,1,0.9526,0.6298153
288,1,0,0,0.0474,0.08247147
162,1,0,0,0.0474,0.42540875
8,1,0,0,0.0474,0.1332014
412,7,1,1,0.9526,0.94380575
824,4,1,1,0.9526,0.559773
561,1,1,1,0.9526,0.6202563
539,1,0,0,0.0474,0.47060904
816,1,0,0,0.0474,0.37315282
584,1,0,1,0.0474,0.57059556
419,1,0,0,0.2689,0.22185189
764,1,1,1,0.9526,0.8148484
353,3,0,0,0.0474,0.16219807
433,1,0,0,0.0474,-0.023740614
762,1,1,1,0.9526,0.9567767
250,13,0,0,0.0474,0.29034525
288,2,0,1,0.0474,0.5605849
327,1,0,0,0.0474,0.029203823
264,22,0,0,0.0474,0.39258915
190,2,0,0,0.2689,0.09784522
229,2,0,0,0.0474,0.2766101
583,1,0,0,0.0474,0.1627295
632,7,1,1,0.9526,0.8354365
797,2,0,0,0.2689,0.3689891
675,1,0,1,0.2689,0.6665861
109,2,0,0,0.0474,0.3704575
331,1,1,0,0.9526,0.45543888
501,6,0,0,0.0474,0.07397587
323,1,0,0,0.0474,0.23896869
613,1,1,1,0.9526,0.9175852
570,2,1,1,0.9526,0.7851744
710,3,1,0,0.9526,0.17226604
318,17,1,1,0.9526,0.5266616
297,2,0,0,0.0474,0.39872083
622,4,0,0,0.0474,0.29724902
288,5,0,0,0.2689,0.30362132
299,5,0,0,0.0474,0.111144744
290,2,0,0,0.2689,0.1821706
51,1,0,0,0.0474,0.051290933
372,1,0,1,0.0474,0.93284
313,1,0,0,0.0474,0.067561306
150,2,1,0,0.9526,0.27200398
264,18,0,0,0.0474,0.1546235
740,3,0,0,0.0474,0.25301552
